filename,width,height,class,xmin,ymin,xmax,ymax
n02110185_931.jpg,360,245,Doggo,0,2,44,57
n02085620_2693.jpg,500,500,Doggo,188,140,325,307
n02111129_2520.jpg,500,333,Doggo,60,96,318,239
n02111129_2520.jpg,500,333,Doggo,285,98,499,238
n02105412_3078.jpg,220,424,Doggo,32,25,188,410
n02094433_2882.jpg,500,333,Doggo,172,4,499,332
n02089078_4331.jpg,500,375,Doggo,144,20,302,347
n02085620_6295.jpg,338,500,Doggo,70,148,179,430
n02106166_402.jpg,400,300,Doggo,77,37,304,299
n02110958_4043.jpg,500,375,Doggo,141,104,369,242
n02086646_1930.jpg,424,270,Doggo,0,63,419,191
n02100735_9951.jpg,500,375,Doggo,101,0,400,374
n02090721_5716.jpg,408,500,Doggo,0,0,360,433
n02097130_4236.jpg,375,500,Doggo,52,92,222,425
n02096585_956.jpg,359,500,Doggo,62,57,275,482
n02097209_597.jpg,480,839,Doggo,94,227,393,818
n02093991_2451.jpg,500,375,Doggo,4,110,456,297
n02088466_9359.jpg,220,220,Doggo,19,9,219,219
n02085620_5713.jpg,500,405,Doggo,158,14,482,403
n02112350_9889.jpg,500,333,Doggo,0,21,335,332
n02112350_9889.jpg,500,333,Doggo,208,0,461,277
n02088466_1555.jpg,500,375,Doggo,40,79,206,321
n02100236_4181.jpg,316,425,Doggo,41,51,284,423
n02106662_15107.jpg,500,375,Doggo,27,26,499,374
n02085936_4894.jpg,320,240,Doggo,133,37,311,239
n02099429_68.jpg,228,225,Doggo,26,11,178,213
n02102318_8406.jpg,500,375,Doggo,93,48,360,335
n02100877_4852.jpg,500,460,Doggo,14,29,438,446
n02097209_632.jpg,500,375,Doggo,51,86,331,310
n02107312_4845.jpg,500,375,Doggo,157,18,340,374
n02105162_5661.jpg,500,458,Doggo,127,59,363,344
n02097209_3383.jpg,446,336,Doggo,0,11,437,335
n02086646_2700.jpg,300,258,Doggo,41,13,271,256
n02111500_205.jpg,500,333,Doggo,170,20,405,303
n02097658_1198.jpg,375,500,Doggo,38,17,352,443
n02105251_3551.jpg,500,333,Doggo,1,17,498,301
n02106662_21432.jpg,173,299,Doggo,6,36,137,284
n02100877_2832.jpg,196,244,Doggo,11,23,195,243
n02105641_5998.jpg,500,334,Doggo,133,109,326,274
n02111889_5075.jpg,500,375,Doggo,124,204,232,337
n02099601_6726.jpg,500,339,Doggo,179,99,267,276
n02107574_434.jpg,500,375,Doggo,0,0,499,374
n02099601_9518.jpg,333,500,Doggo,25,42,331,498
n02086240_6131.jpg,500,375,Doggo,78,6,491,308
n02098105_2945.jpg,500,375,Doggo,235,142,329,232
n02111889_1951.jpg,500,375,Doggo,85,6,391,374
n02110185_7210.jpg,500,333,Doggo,243,96,360,255
n02088238_6161.jpg,360,260,Doggo,1,53,282,212
n02100877_592.jpg,320,480,Doggo,3,216,318,362
n02100877_592.jpg,320,480,Doggo,68,54,232,278
n02101006_8020.jpg,500,334,Doggo,156,40,302,333
n02106382_3802.jpg,160,220,Doggo,14,106,144,219
n02086910_4542.jpg,500,356,Doggo,31,27,368,355
n02102480_3108.jpg,346,500,Doggo,8,32,297,488
n02092339_5981.jpg,500,334,Doggo,45,29,364,332
n02087394_261.jpg,405,500,Doggo,155,118,235,390
n02108000_1891.jpg,370,336,Doggo,41,11,234,302
n02108000_1891.jpg,370,336,Doggo,184,152,321,294
n02112018_1929.jpg,500,375,Doggo,198,51,334,265
n02086240_9293.jpg,500,375,Doggo,86,63,498,296
n02106030_15958.jpg,334,500,Doggo,72,0,306,435
n02112137_528.jpg,500,434,Doggo,0,48,308,265
n02112137_2058.jpg,466,500,Doggo,87,11,373,333
n02091244_2323.jpg,500,375,Doggo,168,5,408,316
n02107683_3478.jpg,429,500,Doggo,18,120,355,498
n02099429_3234.jpg,567,399,Doggo,32,30,533,379
n02102973_4287.jpg,222,299,Doggo,19,29,196,276
n02093859_2421.jpg,148,181,Doggo,10,10,147,180
n02102177_575.jpg,334,500,Doggo,48,81,240,450
n02107908_2468.jpg,500,375,Doggo,241,18,440,363
n02093859_2993.jpg,500,333,Doggo,210,140,375,300
n02109047_11184.jpg,313,500,Doggo,20,8,270,498
n02107683_2902.jpg,500,375,Doggo,66,62,329,364
n02098413_16009.jpg,350,364,Doggo,3,1,331,350
n02102040_735.jpg,400,280,Doggo,81,21,277,263
n02108422_2471.jpg,500,375,Doggo,67,16,353,374
n02102040_3156.jpg,500,331,Doggo,16,14,391,309
n02092002_4169.jpg,360,270,Doggo,60,64,280,258
n02109525_9345.jpg,500,375,Doggo,0,27,378,374
n02105162_5913.jpg,500,333,Doggo,170,17,464,330
n02092339_31.jpg,360,325,Doggo,16,0,356,324
n02099712_6079.jpg,500,375,Doggo,0,0,456,374
n02097130_6087.jpg,500,332,Doggo,91,55,359,318
n02091134_4002.jpg,500,358,Doggo,62,94,354,295
n02091134_4002.jpg,500,358,Doggo,182,103,399,276
n02109961_3054.jpg,500,318,Doggo,26,30,442,246
n02105056_4770.jpg,336,500,Doggo,0,45,294,497
n02088632_2891.jpg,500,333,Doggo,1,18,499,332
n02106550_4072.jpg,500,333,Doggo,212,51,491,332
n02093428_3061.jpg,500,496,Doggo,2,44,483,492
n02091467_1634.jpg,500,433,Doggo,93,31,486,429
n02097474_978.jpg,500,375,Doggo,159,84,362,304
n02097298_78.jpg,500,375,Doggo,1,1,412,374
n02087394_1722.jpg,500,333,Doggo,168,100,401,331
n02097658_8095.jpg,421,500,Doggo,56,53,364,478
n02108551_433.jpg,500,375,Doggo,83,32,354,356
n02101006_2468.jpg,250,213,Doggo,43,14,194,212
n02105505_853.jpg,200,235,Doggo,9,17,199,208
n02098413_5474.jpg,396,400,Doggo,12,11,363,379
n02100877_5925.jpg,500,375,Doggo,271,48,429,374
n02099849_2068.jpg,500,375,Doggo,256,120,427,374
n02099849_2068.jpg,500,375,Doggo,85,97,276,372
n02111500_6857.jpg,500,375,Doggo,0,30,499,374
n02110185_1446.jpg,500,333,Doggo,27,53,291,303
n02110185_1446.jpg,500,333,Doggo,247,0,398,304
n02110185_2604.jpg,337,500,Doggo,3,6,325,495
n02087394_909.jpg,500,333,Doggo,37,55,341,332
n02088632_336.jpg,500,375,Doggo,157,80,341,343
n02094433_3198.jpg,202,250,Doggo,53,76,134,204
n02106662_19801.jpg,500,360,Doggo,57,125,285,336
n02099429_212.jpg,500,341,Doggo,67,93,363,329
n02085782_3148.jpg,600,801,Doggo,101,131,597,798
n02100236_1941.jpg,276,263,Doggo,26,13,254,262
n02112137_9212.jpg,500,421,Doggo,103,2,498,419
n02107142_16316.jpg,500,361,Doggo,35,97,445,328
n02101006_267.jpg,500,375,Doggo,176,66,351,374
n02101006_267.jpg,500,375,Doggo,349,157,498,374
n02101006_267.jpg,500,375,Doggo,0,2,170,374
n02107312_281.jpg,298,288,Doggo,73,28,266,283
n02094433_10184.jpg,500,333,Doggo,145,0,498,279
n02095889_4774.jpg,751,407,Doggo,344,145,664,375
n02095889_4774.jpg,751,407,Doggo,215,165,393,357
n02095889_4774.jpg,751,407,Doggo,375,159,474,214
n02093859_3113.jpg,240,234,Doggo,45,70,207,200
n02107312_6683.jpg,500,375,Doggo,97,39,397,374
n02098413_1396.jpg,500,333,Doggo,92,10,393,332
n02105056_5668.jpg,375,500,Doggo,55,37,373,436
n02093256_4245.jpg,211,350,Doggo,15,25,210,349
n02088238_9701.jpg,500,375,Doggo,74,1,419,346
n02086240_1267.jpg,500,375,Doggo,159,81,464,296
n02105251_7647.jpg,332,500,Doggo,1,97,179,453
n02093991_202.jpg,500,358,Doggo,201,2,499,357
n02097298_11346.jpg,375,500,Doggo,1,67,252,311
n02108551_369.jpg,296,448,Doggo,0,4,294,446
n02112706_2448.jpg,500,375,Doggo,133,13,455,346
n02099849_1265.jpg,500,375,Doggo,16,36,471,349
n02109047_3643.jpg,480,500,Doggo,0,0,478,486
n02100236_1673.jpg,375,500,Doggo,135,127,247,428
n02107312_5474.jpg,500,394,Doggo,96,50,300,383
n02091032_6179.jpg,500,500,Doggo,252,8,468,441
n02091032_6179.jpg,500,500,Doggo,26,81,216,441
n02099601_3111.jpg,500,375,Doggo,179,113,326,307
n02110063_3670.jpg,500,332,Doggo,196,39,311,135
n02110063_3670.jpg,500,332,Doggo,122,80,369,311
n02091831_3594.jpg,298,448,Doggo,8,10,272,400
n02102040_797.jpg,394,500,Doggo,90,170,328,498
n02104029_1646.jpg,500,375,Doggo,37,2,411,374
n02102480_5760.jpg,682,512,Doggo,93,43,676,510
n02102480_4415.jpg,528,525,Doggo,0,68,479,523
n02108089_6223.jpg,400,300,Doggo,66,97,188,254
n02108089_6223.jpg,400,300,Doggo,203,45,288,197
n02097209_469.jpg,500,375,Doggo,159,6,439,374
n02097209_469.jpg,500,375,Doggo,93,141,258,369
n02112018_5560.jpg,500,375,Doggo,145,44,429,328
n02107908_6683.jpg,500,333,Doggo,47,63,288,331
n02085782_1600.jpg,500,436,Doggo,0,90,294,434
n02085782_1600.jpg,500,436,Doggo,65,5,494,385
n02086240_110.jpg,500,375,Doggo,0,74,445,374
n02089867_1295.jpg,500,375,Doggo,73,56,499,374
n02088632_171.jpg,240,180,Doggo,75,27,144,179
n02099429_1627.jpg,200,134,Doggo,78,31,197,107
n02099429_1627.jpg,200,134,Doggo,5,16,83,109
n02086079_5766.jpg,500,375,Doggo,135,60,411,374
n02098286_771.jpg,500,333,Doggo,107,9,344,283
n02086910_8047.jpg,429,500,Doggo,20,2,391,498
n02110185_815.jpg,500,375,Doggo,2,66,230,373
n02110185_815.jpg,500,375,Doggo,168,138,499,367
n02095314_2198.jpg,400,255,Doggo,188,20,369,254
n02095314_2198.jpg,400,255,Doggo,19,15,175,254
n02109047_2465.jpg,329,376,Doggo,24,94,212,375
n02109047_2465.jpg,329,376,Doggo,204,122,306,375
n02098286_4821.jpg,500,331,Doggo,197,94,304,219
n02090622_9358.jpg,500,370,Doggo,56,64,245,273
n02090622_9358.jpg,500,370,Doggo,249,150,434,244
n02096585_2513.jpg,500,375,Doggo,125,7,250,302
n02094114_1444.jpg,500,333,Doggo,88,2,331,260
n02112137_2745.jpg,500,358,Doggo,134,49,321,335
n02109961_20002.jpg,500,264,Doggo,101,48,384,195
n02091831_13774.jpg,500,333,Doggo,84,102,381,282
n02091467_287.jpg,500,375,Doggo,72,97,483,374
n02095570_5820.jpg,500,375,Doggo,164,64,331,332
n02090721_2083.jpg,500,333,Doggo,4,154,307,332
n02107574_2377.jpg,500,357,Doggo,200,13,499,260
n02107574_2377.jpg,500,357,Doggo,1,66,332,356
n02106550_6978.jpg,500,334,Doggo,0,67,421,333
n02111129_4400.jpg,500,333,Doggo,71,110,321,258
n02111129_4400.jpg,500,333,Doggo,289,98,499,242
n02107312_3368.jpg,500,334,Doggo,86,0,499,333
n02088238_9257.jpg,333,500,Doggo,1,71,331,498
n02110185_6094.jpg,500,375,Doggo,81,196,244,374
n02110185_6094.jpg,500,375,Doggo,317,169,454,311
n02100583_9112.jpg,440,580,Doggo,0,11,435,578
n02091831_2391.jpg,500,375,Doggo,159,194,427,374
n02094258_2633.jpg,250,233,Doggo,38,34,180,209
n02087046_2316.jpg,500,376,Doggo,158,97,258,229
n02087046_2316.jpg,500,376,Doggo,314,100,418,224
n02091032_1547.jpg,500,313,Doggo,193,61,292,261
n02091467_878.jpg,500,375,Doggo,28,53,499,298
n02092002_3968.jpg,288,434,Doggo,8,78,276,432
n02112706_2137.jpg,500,375,Doggo,222,110,309,263
n02086240_271.jpg,500,375,Doggo,288,160,465,374
n02086240_271.jpg,500,375,Doggo,5,38,131,253
n02086240_271.jpg,500,375,Doggo,94,84,300,370
n02107574_1825.jpg,357,500,Doggo,134,243,285,490
n02088238_13720.jpg,500,375,Doggo,112,34,469,373
n02099429_2264.jpg,290,304,Doggo,23,32,274,303
n02097209_1240.jpg,500,380,Doggo,192,134,313,322
n02097209_1240.jpg,500,380,Doggo,326,82,430,239
n02097209_1240.jpg,500,380,Doggo,105,78,220,238
n02091032_526.jpg,900,900,Doggo,373,393,873,843
n02093754_1102.jpg,500,334,Doggo,0,34,334,333
n02097209_1353.jpg,200,148,Doggo,7,46,72,122
n02097209_1353.jpg,200,148,Doggo,70,8,130,80
n02097209_1353.jpg,200,148,Doggo,130,49,190,147
n02111129_1331.jpg,500,334,Doggo,180,129,257,304
n02111129_1331.jpg,500,334,Doggo,110,143,185,333
n02096294_7295.jpg,500,338,Doggo,67,13,484,309
n02100877_6436.jpg,500,376,Doggo,169,82,499,248
n02097209_1760.jpg,500,375,Doggo,317,157,441,283
n02097209_1760.jpg,500,375,Doggo,108,112,233,223
n02097209_1760.jpg,500,375,Doggo,227,154,309,244
n02097209_1760.jpg,500,375,Doggo,131,162,228,237
n02100877_2793.jpg,456,500,Doggo,271,214,454,425
n02105056_4713.jpg,500,400,Doggo,124,101,425,342
n02112018_5427.jpg,500,375,Doggo,25,128,313,374
n02099712_3947.jpg,500,375,Doggo,157,133,372,374
n02091134_9793.jpg,307,250,Doggo,4,7,298,240
n02102973_2442.jpg,200,150,Doggo,23,14,168,137
n02095889_199.jpg,640,480,Doggo,217,152,401,333
n02105056_4139.jpg,500,429,Doggo,314,180,387,283
n02105056_4139.jpg,500,429,Doggo,66,248,180,416
n02105641_9780.jpg,500,375,Doggo,1,28,499,373
n02111129_4366.jpg,480,360,Doggo,83,20,428,354
n02110806_4289.jpg,500,375,Doggo,33,58,336,374
n02091831_848.jpg,500,332,Doggo,262,84,358,255
n02088238_12997.jpg,500,332,Doggo,131,123,414,323
n02097658_1065.jpg,500,375,Doggo,72,60,355,347
n02112018_354.jpg,360,226,Doggo,35,18,359,204
n02104365_8161.jpg,500,375,Doggo,181,188,270,308
n02104365_8161.jpg,500,375,Doggo,358,159,486,252
n02104365_8161.jpg,500,375,Doggo,220,133,369,207
n02104365_8161.jpg,500,375,Doggo,272,175,359,298
n02108551_1794.jpg,375,500,Doggo,77,102,317,498
n02088632_747.jpg,500,375,Doggo,104,19,411,373
n02099849_3128.jpg,500,462,Doggo,111,125,285,410
n02106030_18950.jpg,500,375,Doggo,64,105,234,295
n02106030_18950.jpg,500,375,Doggo,60,105,236,300
n02106030_18950.jpg,500,375,Doggo,402,141,498,301
n02106030_18950.jpg,500,375,Doggo,1,217,219,374
n02106030_18950.jpg,500,375,Doggo,409,65,498,290
n02106030_18950.jpg,500,375,Doggo,314,125,402,259
n02088466_7607.jpg,500,348,Doggo,135,5,413,345
n02094433_2006.jpg,500,333,Doggo,126,14,368,322
n02095314_1772.jpg,318,296,Doggo,14,25,292,283
n02091467_1330.jpg,308,238,Doggo,54,22,290,231
n02108551_5682.jpg,200,239,Doggo,0,16,197,236
n02110185_13423.jpg,500,332,Doggo,113,57,484,256
n02094433_2776.jpg,190,259,Doggo,3,5,189,258
n02099601_7387.jpg,500,339,Doggo,2,85,481,337
n02093991_4501.jpg,350,500,Doggo,18,56,305,448
n02089078_3419.jpg,240,180,Doggo,0,15,153,179
n02089078_465.jpg,400,332,Doggo,11,5,392,326
n02110958_14563.jpg,334,500,Doggo,115,212,223,377
n02088466_3096.jpg,500,375,Doggo,56,44,350,373
n02092002_6180.jpg,500,375,Doggo,0,16,397,373
n02091244_291.jpg,500,375,Doggo,23,28,483,317
n02093859_1969.jpg,200,140,Doggo,18,7,190,139
n02091244_3320.jpg,500,375,Doggo,96,65,393,374
n02111500_3011.jpg,500,375,Doggo,65,22,463,374
n02093991_1407.jpg,400,300,Doggo,153,45,255,263
n02089867_3177.jpg,325,261,Doggo,0,15,307,260
n02100735_3348.jpg,200,288,Doggo,0,19,187,287
n02086079_2368.jpg,333,500,Doggo,0,146,235,498
n02104365_9131.jpg,500,375,Doggo,130,103,310,374
n02087046_2193.jpg,233,214,Doggo,14,31,218,156
n02108551_902.jpg,370,355,Doggo,26,27,344,345
n02104029_4513.jpg,510,369,Doggo,280,49,441,342
n02104029_4513.jpg,510,369,Doggo,55,37,194,339
n02104029_4513.jpg,510,369,Doggo,171,40,288,332
n02090379_5393.jpg,333,500,Doggo,0,55,265,498
n02110806_4331.jpg,500,375,Doggo,175,40,499,374
n02096177_2788.jpg,428,500,Doggo,38,10,412,498
n02095314_3246.jpg,200,164,Doggo,10,15,191,153
n02086910_4424.jpg,500,400,Doggo,53,0,452,399
n02093647_3166.jpg,600,400,Doggo,141,77,475,384
n02110063_1104.jpg,500,333,Doggo,8,62,499,316
n02091831_5216.jpg,500,406,Doggo,77,40,443,387
n02096177_1434.jpg,375,500,Doggo,43,35,302,462
n02096177_2695.jpg,400,300,Doggo,11,33,387,288
n02112706_1202.jpg,196,211,Doggo,24,19,176,205
n02092002_5335.jpg,350,262,Doggo,42,50,260,234
n02092339_5438.jpg,500,331,Doggo,131,43,412,330
n02102177_368.jpg,500,359,Doggo,100,39,470,272
n02093754_2742.jpg,301,200,Doggo,44,5,300,199
n02094258_439.jpg,500,387,Doggo,1,0,486,386
n02112350_251.jpg,960,1280,Doggo,214,291,956,1276
n02088364_11828.jpg,500,375,Doggo,132,30,344,309
n02093647_28.jpg,500,375,Doggo,223,127,438,324
n02093647_28.jpg,500,375,Doggo,86,96,246,325
n02086646_4265.jpg,292,416,Doggo,62,73,246,334
n02111129_2594.jpg,450,382,Doggo,19,30,411,350
n02112706_1731.jpg,333,500,Doggo,58,133,244,495
n02095889_10.jpg,320,216,Doggo,51,36,271,207
n02106382_8289.jpg,500,367,Doggo,294,20,469,351
n02106382_8289.jpg,500,367,Doggo,15,24,194,331
n02086646_3806.jpg,338,450,Doggo,65,58,295,333
n02093859_1936.jpg,500,358,Doggo,60,199,143,252
n02111500_4993.jpg,500,334,Doggo,41,158,227,297
n02111500_4993.jpg,500,334,Doggo,188,147,379,290
n02086240_1927.jpg,500,375,Doggo,210,68,350,296
n02086240_1927.jpg,500,375,Doggo,146,66,264,288
n02106662_23196.jpg,375,500,Doggo,16,106,275,498
n02100735_8326.jpg,500,375,Doggo,53,4,499,306
n02095314_188.jpg,240,325,Doggo,1,14,231,324
n02096585_6567.jpg,500,375,Doggo,79,1,338,374
n02108089_14074.jpg,539,400,Doggo,0,9,522,398
n02107142_4763.jpg,500,375,Doggo,137,112,263,301
n02093256_2748.jpg,150,163,Doggo,6,2,149,162
n02096585_5980.jpg,500,333,Doggo,302,57,448,239
n02094258_905.jpg,500,333,Doggo,120,0,270,155
n02094258_905.jpg,500,333,Doggo,254,0,456,194
n02107574_267.jpg,200,181,Doggo,7,10,190,180
n02106382_1633.jpg,200,175,Doggo,10,8,190,171
n02087394_5945.jpg,375,500,Doggo,96,196,342,411
n02110063_7198.jpg,600,566,Doggo,77,28,573,561
n02088238_7855.jpg,620,600,Doggo,4,82,606,594
n02100236_2974.jpg,213,225,Doggo,34,13,207,224
n02097209_583.jpg,363,432,Doggo,27,1,361,430
n02091134_18435.jpg,500,333,Doggo,112,74,370,258
n02091134_18435.jpg,500,333,Doggo,305,108,422,243
n02111500_4678.jpg,500,333,Doggo,185,79,490,332
n02096294_720.jpg,600,422,Doggo,66,10,398,384
n02098105_845.jpg,498,500,Doggo,28,6,467,498
n02098413_20657.jpg,333,500,Doggo,55,282,237,498
n02098286_6245.jpg,500,498,Doggo,49,9,481,496
n02099601_2295.jpg,360,480,Doggo,38,153,321,475
n02086910_5932.jpg,357,500,Doggo,0,1,354,497
n02096294_1803.jpg,229,217,Doggo,16,1,223,204
n02097474_5782.jpg,150,216,Doggo,5,10,141,209
n02091032_5638.jpg,500,375,Doggo,2,31,433,374
n02105505_2942.jpg,600,450,Doggo,1,1,594,416
n02108551_4309.jpg,200,150,Doggo,23,29,179,121
n02099429_2374.jpg,450,338,Doggo,1,30,366,336
n02111889_195.jpg,500,375,Doggo,26,5,499,374
n02108000_1114.jpg,325,386,Doggo,33,18,294,385
n02106550_10048.jpg,500,375,Doggo,73,14,499,374
n02105505_1225.jpg,300,199,Doggo,110,94,237,157
n02102040_1157.jpg,375,500,Doggo,70,46,356,498
n02091467_7068.jpg,500,375,Doggo,62,49,326,313
n02086240_3558.jpg,500,375,Doggo,41,67,393,293
n02091134_17788.jpg,500,301,Doggo,151,94,453,245
n02091134_17788.jpg,500,301,Doggo,21,47,395,233
n02104029_110.jpg,500,375,Doggo,53,0,499,374
n02099601_176.jpg,1280,960,Doggo,249,220,972,794
n02112706_1065.jpg,500,375,Doggo,8,156,396,374
n02106550_11323.jpg,333,500,Doggo,37,1,267,468
n02112018_11071.jpg,500,334,Doggo,95,14,499,285
n02095570_4762.jpg,500,357,Doggo,148,83,386,350
n02107574_1041.jpg,347,600,Doggo,102,100,256,526
n02109961_8187.jpg,500,500,Doggo,0,120,415,448
n02099712_6345.jpg,500,333,Doggo,0,183,297,307
n02110806_433.jpg,333,500,Doggo,0,71,269,498
n02105505_3132.jpg,177,236,Doggo,31,40,159,226
n02094433_5176.jpg,500,333,Doggo,76,1,375,219
n02099849_448.jpg,500,375,Doggo,218,103,448,267
n02096051_3879.jpg,358,500,Doggo,45,27,321,491
n02106382_1229.jpg,241,339,Doggo,0,35,204,338
n02108422_3235.jpg,500,500,Doggo,40,48,498,498
n02101388_7643.jpg,500,375,Doggo,5,52,499,374
n02092339_174.jpg,500,333,Doggo,110,47,499,332
n02094433_708.jpg,300,225,Doggo,44,54,232,176
n02110185_14766.jpg,335,500,Doggo,26,53,296,498
n02108089_1104.jpg,500,375,Doggo,2,26,499,374
n02096294_3899.jpg,500,335,Doggo,98,2,269,227
n02102177_2365.jpg,500,375,Doggo,199,169,366,252
n02085936_544.jpg,500,375,Doggo,172,94,327,306
n02107908_3971.jpg,500,335,Doggo,142,45,499,276
n02091032_4971.jpg,500,334,Doggo,139,40,496,241
n02107312_711.jpg,500,333,Doggo,101,14,499,332
n02111129_3799.jpg,333,500,Doggo,52,98,275,408
n02101556_2642.jpg,500,450,Doggo,131,36,371,407
n02108551_786.jpg,500,375,Doggo,116,53,461,374
n02097298_8558.jpg,448,500,Doggo,27,16,379,413
n02091244_110.jpg,500,375,Doggo,53,41,322,334
n02101388_2171.jpg,480,320,Doggo,46,96,425,306
n02086079_3832.jpg,375,500,Doggo,2,42,348,382
n02097474_401.jpg,332,500,Doggo,1,121,313,498
n02094114_2537.jpg,333,500,Doggo,51,133,331,498
n02108551_2240.jpg,500,375,Doggo,190,133,382,281
n02112018_1463.jpg,500,375,Doggo,36,0,448,307
n02099712_8242.jpg,500,375,Doggo,286,159,390,289
n02099712_8242.jpg,500,375,Doggo,60,149,161,288
n02099712_8242.jpg,500,375,Doggo,248,112,457,250
n02089078_3134.jpg,200,290,Doggo,32,7,183,286
n02097474_4085.jpg,500,375,Doggo,119,52,357,374
n02107574_1261.jpg,500,375,Doggo,0,56,499,348
n02108422_647.jpg,333,500,Doggo,65,156,254,423
